key,value,version,sheet
Perk_Maid_Flashbang_Desc,"Grants the maid tactics for using dedicated flashbangs.\nCan rapidly disrupt enemy vision during firefights, helping the Master create safe windows for attacking or retreating.\nUnlock Ability: <color=#F3D38A>Flashbang Throw</color>.",2.2.2,Perks
Perk_Maid_Buff,Buff Support Contract,2.2.2,Perks
Perk_Maid_Buff_Desc,"Automatically applies random support Buff effects.\nAfter signing the Buff Support Contract, Wine Fox will periodically cast random enhancement spells on the Master to make the adventure easier~",2.2.2,Perks
Perk_Maid_BuffPack_1,Buff Expansion Pack I,2.2.2,Perks
Perk_Maid_BuffPack_1_Desc,"Expands the combination of buffs the maid can cast.\nWine Fox can now provide more mobility assistance when supporting the Master.\nUnlock Support Buffs: <color=#F3D38A>Haste, Carry Weight, Stamina</color>.",2.2.2,Perks
Perk_Maid_BuffPack_2,Buff Expansion Pack II,2.2.2,Perks
Perk_Maid_BuffPack_2_Desc,"Further expands the maid's combat buff spells.\nWine Fox can cast more recovery and defensive bonuses for the Master.\nUnlock Support Buffs: <color=#F3D38A>Regen, Harden, Calm, Strong Wing</color>.",2.2.2,Perks
Perk_Maid_EmergencyHeal,Field Emergency Aid Protocol,2.2.2,Perks
Perk_Maid_EmergencyHeal_Desc,"Unlocks [Emergency Heal] skill.\nWhen the Master or Wine Fox's HP drops below 30%, she will immediately activate emergency protocols to apply a powerful regeneration effect.\nCooldown: <color=#7FE8D8>120s</color>.",2.2.2,Perks
SkillTree_MaidTech_Name,Combat Maid Skill Tree,2.2.2,Perks
SkillTree_MaidTech_Desc,"Permanently enhance maid attributes and unlock powerful contract skills.",2.2.2,Perks
Perk_Maid_Element,Elemental Grenade Support,2.2.2,Perks
Perk_Maid_Element_Desc,"Unlocks Elemental Grenade throwing ability.\nWine Fox will master multi-element tactical throwing spells, enabling the use of [Fire], [Shock], and [Poison] grenades.",2.2.2,Perks
Perk_Maid_TeaBreak,Wine Fox's Tea Break,2.2.3,Perks
Perk_Maid_TeaBreak_Desc,"Unlocks [Tea Break] skill.\nWhen out of combat, I will prepare tea and snacks to calm the Master's mind and replenish hydration and energy!\nCooldown: <color=#F3D38A>120s</color>.",2.2.3,Perks
Item_RecoveryPotion,Wine Fox Royal Recovery Potion,2.2.3,MaidItemName
Item_RecoveryPotion_Desc,"A recovery potion brewed by Wine Fox using secret arts, designed to rapidly repair damaged magical bodies and life cores.\n\n<color=#FFFF00>Effect:</color> Restores 40% Max HP and removes all trauma statuses.",2.2.3,MaidItemDescription
Perk_Maid_BackpackAccess_Title,Wine Fox's Tactical Backpack,2.2.3,Perks
Perk_Maid_BackpackAccess_Desc,"Unlocks [Wine Fox Inventory Management].\nMaster~ Come closer and press <color=#F3D38A>B</color>, I'll open my bag for you to organize right away~\n<color=#FF6A4A>Warning! Mod conflicts may cause valuable items to vanish... so please don't store precious items on me...</color>\n<color=#7FFFB5>Tip: My inventory is now persistent and won't be lost when changing scenes!</color>",2.2.3,Perks
Perk_Backpack_1,Spare Pocket,2.2.3,Perks
Perk_Backpack_1_Desc,"Increases inventory capacity.\nMaster~ You can trust me with slightly heavier things now! I've quietly sewn a few cute secret pockets on the inside of my maid outfit!\nBackpack Capacity: <color=#F3D38A>+10</color>",2.2.3,Perks
Perk_Backpack_2,Custom Large Backpack,2.2.3,Perks
Perk_Backpack_2_Desc,"Further increases inventory capacity.\nTo be more helpful to Master during long adventures, I've switched to a custom backpack with larger capacity!\nBackpack Capacity: <color=#F3D38A>+10</color>",2.2.3,Perks
Perk_Backpack_3,Magical Tactical Bag,2.2.3,Perks
Perk_Backpack_3_Desc,"Significantly increases inventory capacity.\nHehe~ Look Master, with just a tiny bit of magic, fitting lots of loot inside is absolutely no problem♪\nBackpack Capacity: <color=#F3D38A>+10</color>",2.2.3,Perks
Setting_Key_InvManage,Command: Manage Inventory,2.2.3,KeyBindings
Settings_BuffBlockList,"Banned Buff List (IDs separated by commas)",2.2.3,GeneralSettings
Settings_Key_Passive,Command: Toggle Passive Mode,2.2.3,KeyBindings
Settings_LootMinValue,Min Scavenge Value,2.2.3,GeneralSettings
Settings_Group_AI,AI Intelligence Settings,2.2.3,Groups
Settings_IgnoreSearched,Ignore Searched Containers,2.2.3,GeneralSettings
Settings_MaidAlertVolume,Maid Alert Voice Volume,2.2.3,GeneralSettings
Settings_EnableElementalGrenades,Enable Elemental Grenades,2.2.3,GeneralSettings
Perk_Combat_Scatter_1,Precision Shooting I,2.2.3,Perks
Perk_Combat_Scatter_1_Desc,Improves Wine Fox's firearm precision  reducing firing spread.\n\nSpread <color=#FFC572>-20%</color>\nMoving Spread <color=#FFC572>-20%</color>\nBlind Fire Spread <color=#FFC572>-20%</color>,2.2.3,Perks
Perk_Combat_Scatter_2,Precision Shooting II,2.2.3,Perks
Perk_Combat_Scatter_2_Desc,Further improves firearm precision  stabilizing long-range shots.\n\nSpread <color=#FFC572>Extra -20%</color>\nMoving Spread <color=#FFC572>Extra -20%</color>\nBlind Fire Spread <color=#FFC572>Extra -20%</color>,2.2.3,Perks
Perk_Combat_Scatter_3,Precision Shooting III,2.2.3,Perks
Perk_Combat_Scatter_3_Desc,Precision reaches its peak; bullets fly accurately like lasers.\n\nSpread <color=#FFC572>Extra -30%</color>\nMoving Spread <color=#FFC572>Extra -30%</color>\nBlind Fire Spread <color=#FFC572>Extra -30%</color>,2.2.3,Perks
Perk_Combat_Sight_1,Fox Eyes I,2.2.3,Perks
Perk_Combat_Sight_1_Desc,Enhances basic environmental awareness to detect threats earlier.\n\nView Distance <color=#7FE8D8>+5m</color>\nView Angle <color=#7FE8D8>+15°</color>,2.2.3,Perks
Perk_Combat_Sight_2,Fox Eyes II,2.2.3,Perks
Perk_Combat_Sight_2_Desc,Strengthens dynamic visual capture significantly expanding enemy detection range.\n\nView Distance <color=#7FE8D8>+6m</color>\nView Angle <color=#7FE8D8>+25°</color>,2.2.3,Perks
Perk_Combat_Sight_3,Fox Eyes III,2.2.3,Perks
Perk_Combat_Sight_3_Desc,Ultimate reconnaissance perception capable of seeing through darkness.\n\nView Distance <color=#7FE8D8>+7m</color>\nView Angle <color=#7FE8D8>+35°</color>\nUnlocks Night Vision,2.2.3,Perks
Item_MaidRecallBell,Maid Recall Bell,2.2.3,MaidItemName
Item_MaidRecallBell_Desc,Ring the bell to command all currently following maids to retreat. This item is not consumed.,2.2.3,MaidItemDescription
Settings_MaidVoiceVolume,Maid Voice Volume,2.2.3,CustomMaid
Item_MaidContractWineFox_Cooldown,Contract cooling down... {0}s,2.2.3,MaidItem
Item_MaidContractWineFox_Rebuild,Reforging the Wine Fox body...,2.2.3,MaidItem
Item_MaidContractWineFox_Respond,Wine Fox contract responding...,2.2.3,MaidItem
Item_MaidRecallBell_OnUse,"All units, retreat!",2.2.3,MaidItem
Item_MaidVial_OnUse,Maid in a bottle [{0}] is ready!,2.2.3,MaidItem
Skill_GrenadeThrow_Execute,Throwing grenade!,2.2.3,Skill
Skill_SelfHeal_UseItem,Using: {0},2.2.3,Skill
Skill_SelfHeal_NoDrug,"Master, I’m out of medicine!",2.2.3,Skill
Skill_SquadCoordination_Execute,Focus fire on the target!,2.2.3,Skill
Skill_EmergencyHeal_Execute,Emergency heal!,2.2.3,Skill
Skill_VanillaBuff_Happy,"Cheer up, Master~",2.2.3,Skill
Skill_VanillaBuff_ExtraBuff,"\nI’ve buffed you, Master! ({0})",2.2.3,Skill
Perk_WineFox_Armor_1,Rock Shield I,2.2.3,Perks
Perk_WineFox_Armor_1_Desc,"Summons earth elements to surround the maid,  forming a rough yet tough rock layer that provides basic physical protection.\n\nHead Armor <color=#7FE8D8>+0.5</color>\nBody Armor <color=#7FE8D8>+0.5</color>",2.2.3,Perks
Perk_WineFox_Armor_2,Rock Shield II,2.2.3,Perks
Perk_WineFox_Armor_2_Desc,"Further compresses the rock density,  making it as solid as granite. This stone layer is capable of withstanding heavy firepower head-on.\n\nHead Armor <color=#7FE8D8>+0.8</color>\nBody Armor <color=#7FE8D8>+0.8</color>",2.2.3,Perks
Item_ArmorRepairPotion_Used,Equipment repaired,2.2.3,MaidItem
Item_ArmorRepairPotion_NoTarget,No armor needs repairing,2.2.3,MaidItem
Item_ArmorRepairPotion,Wine Fox's Magic Polish,2.2.3,MaidItem
Item_ArmorRepairPotion_Desc,"A bottle of golden liquid infused with magic, originally a secret recipe for the Wine Fox Maid to wipe her magic tools. It is surprisingly effective for armor maintenance; cracks heal automatically after application.\n<color=#FFD700>Effect:</color> Repairs equipped <b>Helmet</b> and <b>Body Armor</b> by <color=#00FFFF>25%</color> durability.\n<color=#808080>(Repairs current durability only  cannot exceed maximum wear limit)</color>\n<i>""Just a quick wipe and it sparkles!... Less defense? It's just an illusion~""</i>",2.2.3,MaidItem
Perk_Maid_Repair,Armor Maintenance,2.2.3,Perks
Perk_Maid_Repair_Desc,Unlocks the [Armor Maintenance] skill.\nThe Wine Fox has mastered the art of quick armor repair. She can automatically maintain damaged armor when she has the special polish.\nUnlocks Item: <color=#FFD700>Wine Fox's Magic Polish</color>.,2.2.3,Perks
Perk_Combat_Scatter_4,Precision Shooting IV,2.2.3,Perks
Perk_Combat_Scatter_4_Desc,"Weapon accuracy reaches its peak,  allowing the wine fox to waste almost no shots.\n\nWeapon Scatter <color=#FFC572>Additional -70%</color>\nScatter While Moving <color=#FFC572>Additional -50%</color>\nBlind Fire Scatter <color=#FFC572>Additional -50%</color>",2.2.3,Perks
Item_MaidScanner,Combat Maid Medical Kit,2.2.3,MaidItem
Item_MaidScanner_Desc,"Used for basic physical examinations of maids, providing real-time physiological indicators. Supports multiple uses.",2.2.3,MaidItem
Perk_Maid_FreezeNova,Freeze Nova,2.2.3,Perks
Perk_Maid_FreezeNova_Desc,"Unlocks the [Freeze Nova] skill.\nThe Wine Fox releases ice energy, freezing all enemies within a 15m radius, dealing continuous damage and rendering them immobile.\nCooldown: <color=#F3D38A>60s</color>.",2.2.3,Perks
Skill_FreezeNova_Success,<color=#00FFFF>Freeze Nova</color>: <color=#7FFFD4>{0}</color> targets frozen!,2.2.3,Skill
Buff_MaidBuff_SuperRegen_Name,Super Regen,2.2.3,Buffs
Perk_Combat_Pro_1,Spirit Fox Arts I,2.2.3,Perks
Perk_Combat_Pro_1_Desc,"With her keen Spirit Fox intuition, Wine Fox can catch an enemy's slightest movement in the blink of an eye, making her combat steps even more graceful and nimble.\n\nReaction Delay <color=#7FE8D8>-70%</color>\nPreparation Time <color=#7FE8D8>-60%</color>\nNight Adaptation <color=#7FE8D8>+50%</color>",2.2.3,Perks
Perk_Combat_Pro_2,Spirit Fox Arts II,2.2.3,Perks
Perk_Combat_Pro_2_Desc,"The deep bond with her Master has blossomed into wondrous magic, making Wine Fox's offensive rhythm as continuous as a dream, never giving the bad guys a chance to catch their breath!\n\nMagic Burst Duration <color=#7FE8D8>1.0 - 2.0s</color>\nSpell Interval <color=#7FE8D8>0.5 - 1.0s</color>\nNimble Leap Cooldown <color=#7FE8D8>1.5 - 3.0s</color>",2.2.3,Perks
Item_GiftBox,Wine Fox’s Christmas Gift,2.2.4,MaidItem
Item_GiftBox_Desc,"A Christmas present carefully prepared by the Wine Fox for her master. The heavy wrapping seals mysterious magic within — no one knows what kind of surprise awaits until it is opened.\n<color=#FFD700>Effect:</color> Open to receive several unique gifts.\n<i>“Merry Christmas, Master~~~”</i>",2.2.4,MaidItem
Item_WineFoxCookie,Wine Fox’s Heartfelt Cookie,2.2.4,MaidItem
Item_WineFoxCookie_Desc,"A sweet treat personally baked by the Wine Fox. The cookies are shaped like fox faces and hexagonal snowflakes, carrying a creamy aroma and warm magic.\n<color=#FFD700>Effect:</color> Consume to restore <color=#00FFFF>30</color> Satiety, gain <color=#00FFFF>50</color> temporary HP, and instantly recover to <b>full HP</b>.\n<i>“This is my first time trying human-style cooking… I hope it can protect Master’s soul during the cold winter.”</i>",2.2.4,MaidItem
Item_JadeFlask,Wine Fox’s Jade-Flask Sake Bottle,2.2.4,MaidItem
Item_JadeFlask_Desc,"A magnificent enchanted jade sake bottle. At the mouth of the flask, a miniature golden-carved spirit fox holds a crimson gem in its jaws, silently guarding the one who drinks from it.\n<color=#FFD700>Effect:</color> Gain a blessing lasting <color=#00FFFF>180 seconds</color>. If lethal damage is taken during this time, the blessing is consumed to remain at <b>1 HP</b> and gain <color=#00FFFF>5 seconds</color> of invincibility.\n<i>“Don’t be afraid, Master… At the truly dangerous moment, I will block it for you.”</i>",2.2.4,MaidItem
Buff_MaidBuff_WineFoxCookie_Name,Heartfelt Cookie,2.2.4,Buffs
Buff_WineFoxCookie_Pop,<color=#FFD700>Wine Fox’s Protection: Max HP +{0}</color>,2.2.4,Buffs
Buff_MaidBuff_JadeBlessing_Name,Jadebound Protection,2.2.4,Buffs
Buff_MaidBuff_JadeInvincible_Name,Jadebound Invincibility,2.2.4,Buffs
Buff_JadeBlessing_Trigger_Pop,<color=#FFD700>Jadebound Protection Triggered!</color>,2.2.4,Buffs
Item_GiftBox_Open_Pop,<color=#FF4D4D>Merry Christmas!</color>,2.2.4,MaidItem
Item_GiftBox_Received_Msg,<color=#00FF7F>The Wine Fox takes out the long-prepared gifts from her pack!</color>,2.2.4,MaidEvents
Msg_Maid_TacticalMove,Tactical Move!,2.2.5,MaidMsg
Msg_Maid_ManualHeal,Manual Healing!,2.2.5,MaidMsg
Msg_Maid_NoHealSkill,I don't know this skill yet...,2.2.5,MaidMsg
Msg_Maid_ScavengeBase,"This is home, I can't just take things!",2.2.5,MaidMsg
Msg_Maid_ScavengeCancel,Scavenge canceled,2.2.5,MaidMsg
Msg_Maid_LootEmpty,"Master, I don't have anything on me...",2.2.5,MaidMsg
Msg_Maid_LootSuccess,"Master, here is the loot I scavenged today!",2.2.5,MaidMsg
Msg_Maid_InventoryLocked,Don't look at my private items!,2.2.5,MaidMsg
Msg_Maid_InventoryTooFar,"Master, please come a bit closer...",2.2.5,MaidMsg
Msg_Maid_ModeFree,Entering Free Mode,2.2.5,MaidMsg
Msg_Maid_ModePassive,Entering Peaceful Mode,2.2.5,MaidMsg
Msg_SkillTree_Reloading,Reloading skill tree...,2.2.5,MaidMsg
Msg_Checker_NoMaid,<color=#FF4500>No active maid found</color>,2.2.5,MaidMsg
Msg_Checker_Scanning,<color=#FFD700>▌Scanning...</color>,2.2.5,MaidMsg
Msg_Maid_HoldStart,Holding position,2.2.5,MaidMsg
Msg_Maid_HoldFarAway,Too far away - Abandoning guard,2.2.5,MaidMsg
Msg_Maid_HoldStop,Stopping guard,2.2.5,MaidMsg
Msg_Maid_FullHealth,"Master, I'm already at full health!",2.2.5,MaidMsg
Msg_Maid_Busy,"Master, I'm a bit busy right now...",2.2.5,MaidMsg
SkillTree_InteractTitle,Combat Maid: Tactical Tech,2.2.5,Perks
Item_MaidRecycleBottle_NoTarget,No sealable maid spirits sensed in this realm.,2.2.5,MaidItem
Item_MaidRecycleBottle_Success,Sealing complete! Spirits have been returned to their vials.,2.2.5,MaidItem
Item_MaidRecycleBottle,Empty Seal Bottle,2.2.5,MaidItem
Item_MaidRecycleBottle_Desc,"A mystical vessel etched with ancient returning runes. It resonates with maid spirits, forcing them back into their original contract vials. Magical energy: 5 charges.",2.2.5,MaidItem
Perk_RecycleBottle,Spirit Sealing Art,2.2.5,Perks
Perk_RecycleBottle_Desc,"Master high-tier sealing arts to return active spirits to their vessels. Guides all active bottled maids (except WineFox) back into their original vial forms, dropping them at their feet.\nUnlocked Item: <color=#F3D38A>Empty Seal Bottle</color> (Sold at Mud's Shop).",2.2.5,Perks
